max(arraySize): 500
subSizeList: [1, 4, 16, 64, 256]
# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = BASELINE)

# Run progress: 0.00% complete, ETA 00:48:00
# Fork: 1 of 2
# Warmup Iteration   1: 37.991 ns/op
# Warmup Iteration   2: 67.517 ns/op
# Warmup Iteration   3: 35.709 ns/op
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = DPQ_18_11I)

# Run progress: 0.33% complete, ETA 01:13:11
# Fork: 1 of 2
# Warmup Iteration   1: 18787.319 ns/op
# Warmup Iteration   2: 8868.623 ns/op
# Warmup Iteration   3: 7776.838 ns/op
Iteration   1: 7802.971 ns/op
Iteration   2: 7777.178 ns/op
Iteration   3: 7801.869 ns/op
Iteration   4: 7780.667 ns/op
Iteration   5: 7773.105 ns/op
Iteration   6: 7787.560 ns/op
Iteration   7: 7761.789 ns/op
Iteration   8: 7840.487 ns/op
Iteration   9: 7784.772 ns/op
Iteration  10: 7778.853 ns/op

# Run progress: 0.39% complete, ETA 01:12:57
# Fork: 2 of 2
# Warmup Iteration   1: 26870.466 ns/op
# Warmup Iteration   2: 9125.020 ns/op
# Warmup Iteration   3: 8413.139 ns/op
Iteration   1: 8087.226 ns/op
Iteration   2: 8085.206 ns/op
Iteration   3: 8065.702 ns/op
Iteration   4: 8044.741 ns/op
Iteration   5: 8054.313 ns/op
Iteration   6: 8069.973 ns/op
Iteration   7: 8037.888 ns/op
Iteration   8: 8054.763 ns/op
Iteration   9: 8051.435 ns/op
Iteration  10: 8070.246 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  7925.537 ±(99.9%) 122.807 ns/op [Average]
  (min, avg, max) = (7761.789, 7925.537, 8087.226), stdev = 141.424
  CI (99.9%): [7802.731, 8048.344] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = DPQ_18_11P)

# Run progress: 0.44% complete, ETA 01:12:48
# Fork: 1 of 2
# Warmup Iteration   1: 13408.286 ns/op
# Warmup Iteration   2: 8058.810 ns/op
# Warmup Iteration   3: 6975.689 ns/op
Iteration   1: 6993.173 ns/op
Iteration   2: 6942.257 ns/op
Iteration   3: 7250.021 ns/op
Iteration   4: 7037.600 ns/op
Iteration   5: 6938.479 ns/op
Iteration   6: 6970.102 ns/op
Iteration   7: 6999.180 ns/op
Iteration   8: 7131.838 ns/op
Iteration   9: 6978.418 ns/op
Iteration  10: 6971.501 ns/op

# Run progress: 0.50% complete, ETA 01:12:42
# Fork: 2 of 2
# Warmup Iteration   1: 13905.162 ns/op
# Warmup Iteration   2: 8100.007 ns/op
# Warmup Iteration   3: 6895.239 ns/op
Iteration   1: 6927.796 ns/op
Iteration   2: 6896.101 ns/op
Iteration   3: 6944.254 ns/op
Iteration   4: 6948.394 ns/op
Iteration   5: 6939.344 ns/op
Iteration   6: 6945.660 ns/op
Iteration   7: 6911.420 ns/op
Iteration   8: 6934.766 ns/op
Iteration   9: 6934.058 ns/op
Iteration  10: 6957.882 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  6977.612 ±(99.9%) 71.065 ns/op [Average]
  (min, avg, max) = (6896.101, 6977.612, 7250.021), stdev = 81.839
  CI (99.9%): [6906.547, 7048.678] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = STAGGER, tSorter = RADIX)

# Run progress: 0.56% complete, ETA 01:12:38
# Fork: 1 of 2
# Warmup Iteration   1: 1763.512 ns/op
# Warmup Iteration   2: 1592.743 ns/op
# Warmup Iteration   3: 1450.957 ns/op
Iteration   1: 1452.199 ns/op
Iteration   2: 1450.820 ns/op
Iteration   3: 1451.212 ns/op
Iteration   4: 1457.418 ns/op
Iteration   5: 1446.599 ns/op
Iteration   6: 1449.170 ns/op
Iteration   7: 1446.477 ns/op
Iteration   8: 1444.871 ns/op
Iteration   9: 1446.852 ns/op
Iteration  10: 1446.506 ns/op

# Run progress: 0.61% complete, ETA 01:12:35
# Fork: 2 of 2
# Warmup Iteration   1: 1975.668 ns/op
# Warmup Iteration   2: 1696.133 ns/op
# Warmup Iteration   3: 1449.111 ns/op
Iteration   1: 1449.081 ns/op
Iteration   2: 1450.069 ns/op
Iteration   3: 1449.557 ns/op
Iteration   4: 1444.196 ns/op
Iteration   5: 1445.165 ns/op
Iteration   6: 1446.594 ns/op
Iteration   7: 1445.335 ns/op
Iteration   8: 1444.985 ns/op
Iteration   9: 1444.763 ns/op
Iteration  10: 1444.939 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  1447.840 ±(99.9%) 2.897 ns/op [Average]
  (min, avg, max) = (1444.196, 1447.840, 1457.418), stdev = 3.336
  CI (99.9%): [1444.943, 1450.737] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = SAWTOTH, tSorter = BASELINE)

# Run progress: 0.67% complete, ETA 01:12:27
# Fork: 1 of 2
# Warmup Iteration   1: 37.760 ns/op
# Warmup Iteration   2: 66.290 ns/op
# Warmup Iteration   3: 35.703 ns/op
Iteration   1: 35.706 ns/op
Iteration   2: 35.657 ns/op
Iteration   3: 35.662 ns/op
Iteration   4: 35.725 ns/op
Iteration   5: 35.618 ns/op
Iteration   6: 36.169 ns/op
Iteration   7: 35.725 ns/op
Iteration   8: 34.523 ns/op
Iteration   9: 35.741 ns/op
Iteration  10: 35.687 ns/op

# Run progress: 0.72% complete, ETA 01:12:19
# Fork: 2 of 2
# Warmup Iteration   1: 38.904 ns/op
# Warmup Iteration   2: 66.623 ns/op
# Warmup Iteration   3: 35.677 ns/op
Iteration   1: 35.665 ns/op
Iteration   2: 35.664 ns/op
Iteration   3: 35.645 ns/op
Iteration   4: 35.636 ns/op
Iteration   5: 35.680 ns/op
Iteration   6: 36.168 ns/op
Iteration   7: 35.672 ns/op
Iteration   8: 34.524 ns/op
Iteration   9: 35.626 ns/op
Iteration  10: 35.609 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  35.605 ±(99.9%) 0.349 ns/op [Average]
  (min, avg, max) = (34.523, 35.605, 36.169), stdev = 0.402
  CI (99.9%): [35.256, 35.954] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = SAWTOTH, tSorter = DPQ_11)

# Run progress: 0.78% complete, ETA 01:12:11
# Fork: 1 of 2
# Warmup Iteration   1: 273.439 ns/op
# Warmup Iteration   2: 284.194 ns/op
# Warmup Iteration   3: 235.556 ns/op
Iteration   1: 235.508 ns/op
Iteration   2: 235.531 ns/op
Iteration   3: 236.380 ns/op
Iteration   4: 233.745 ns/op
Iteration   5: 233.842 ns/op
Iteration   6: 234.246 ns/op
Iteration   7: 233.500 ns/op
Iteration   8: 233.992 ns/op
Iteration   9: 233.633 ns/op
Iteration  10: 233.678 ns/op

# Run progress: 0.83% complete, ETA 01:12:06
# Fork: 2 of 2
# Warmup Iteration   1: 274.973 ns/op
# Warmup Iteration   2: 280.869 ns/op
# Warmup Iteration   3: 235.721 ns/op
Iteration   1: 236.212 ns/op
Iteration   2: 235.991 ns/op
Iteration   3: 236.499 ns/op
Iteration   4: 233.962 ns/op
Iteration   5: 234.173 ns/op
Iteration   6: 234.520 ns/op
Iteration   7: 233.470 ns/op
Iteration   8: 233.334 ns/op
Iteration   9: 234.156 ns/op
Iteration  10: 234.113 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  234.524 ±(99.9%) 0.926 ns/op [Average]
  (min, avg, max) = (233.334, 234.524, 236.499), stdev = 1.066
  CI (99.9%): [233.599, 235.450] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = SAWTOTH, tSorter = DPQ_18_11_21)

# Run progress: 0.89% complete, ETA 01:12:02
# Fork: 1 of 2
# Warmup Iteration   1: 704.462 ns/op
# Warmup Iteration   2: 265.628 ns/op
# Warmup Iteration   3: 224.980 ns/op
Iteration   1: 225.442 ns/op
Iteration   2: 225.609 ns/op
Iteration   3: 225.276 ns/op
Iteration   4: 224.965 ns/op
Iteration   5: 225.454 ns/op
Iteration   6: 225.757 ns/op
Iteration   7: 225.168 ns/op
Iteration   8: 243.961 ns/op
Iteration   9: 224.973 ns/op
Iteration  10: 225.552 ns/op

# Run progress: 0.94% complete, ETA 01:11:58
# Fork: 2 of 2
# Warmup Iteration   1: 450.766 ns/op
# Warmup Iteration   2: 259.919 ns/op
# Warmup Iteration   3: 225.286 ns/op
Iteration   1: 225.562 ns/op
Iteration   2: 225.613 ns/op
Iteration   3: 225.440 ns/op
Iteration   4: 225.255 ns/op
Iteration   5: 225.914 ns/op
Iteration   6: 225.393 ns/op
Iteration   7: 225.793 ns/op
Iteration   8: 227.890 ns/op
Iteration   9: 225.965 ns/op
Iteration  10: 225.648 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  226.532 ±(99.9%) 3.600 ns/op [Average]
  (min, avg, max) = (224.965, 226.532, 243.961), stdev = 4.146
  CI (99.9%): [222.931, 230.132] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = SAWTOTH, tSorter = DPQ_18_11I)

# Run progress: 1.00% complete, ETA 01:11:54
# Fork: 1 of 2
# Warmup Iteration   1: 322.283 ns/op
# Warmup Iteration   2: 265.594 ns/op
# Warmup Iteration   3: 233.375 ns/op
Iteration   1: 233.646 ns/op
Iteration   2: 233.552 ns/op
Iteration   3: 233.582 ns/op
Iteration   4: 233.451 ns/op
Iteration   5: 233.850 ns/op
Iteration   6: 233.740 ns/op
Iteration   7: 233.687 ns/op
Iteration   8: 236.016 ns/op
Iteration   9: 233.398 ns/op
Iteration  10: 233.852 ns/op

# Run progress: 1.06% complete, ETA 01:11:51
# Fork: 2 of 2
# Warmup Iteration   1: 398.284 ns/op
# Warmup Iteration   2: 273.565 ns/op
# Warmup Iteration   3: 226.314 ns/op
Iteration   1: 226.865 ns/op
Iteration   2: 226.644 ns/op
Iteration   3: 226.769 ns/op
Iteration   4: 227.011 ns/op
Iteration   5: 227.651 ns/op
Iteration   6: 227.136 ns/op
Iteration   7: 226.436 ns/op
Iteration   8: 229.723 ns/op
Iteration   9: 226.697 ns/op
Iteration  10: 226.885 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  230.530 ±(99.9%) 3.071 ns/op [Average]
  (min, avg, max) = (226.436, 230.530, 236.016), stdev = 3.536
  CI (99.9%): [227.459, 233.600] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = SAWTOTH, tSorter = DPQ_18_11P)

# Run progress: 1.11% complete, ETA 01:11:47
# Fork: 1 of 2
# Warmup Iteration   1: 499.892 ns/op
# Warmup Iteration   2: 308.313 ns/op
# Warmup Iteration   3: 287.538 ns/op
Iteration   1: 287.885 ns/op
Iteration   2: 287.541 ns/op
Iteration   3: 287.597 ns/op
Iteration   4: 287.911 ns/op
Iteration   5: 287.698 ns/op
Iteration   6: 287.723 ns/op
Iteration   7: 287.685 ns/op
Iteration   8: 273.212 ns/op
Iteration   9: 287.921 ns/op
Iteration  10: 287.978 ns/op

# Run progress: 1.17% complete, ETA 01:11:44
# Fork: 2 of 2
# Warmup Iteration   1: 429.697 ns/op
# Warmup Iteration   2: 309.554 ns/op
# Warmup Iteration   3: 270.005 ns/op
Iteration   1: 270.125 ns/op
Iteration   2: 269.939 ns/op
Iteration   3: 270.015 ns/op
Iteration   4: 270.025 ns/op
Iteration   5: 271.139 ns/op
Iteration   6: 270.436 ns/op
Iteration   7: 270.299 ns/op
Iteration   8: 272.862 ns/op
Iteration   9: 269.947 ns/op
Iteration  10: 270.102 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  278.402 ±(99.9%) 7.588 ns/op [Average]
  (min, avg, max) = (269.939, 278.402, 287.978), stdev = 8.738
  CI (99.9%): [270.814, 285.990] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = SAWTOTH, tSorter = RADIX)

# Run progress: 1.22% complete, ETA 01:11:41
# Fork: 1 of 2
# Warmup Iteration   1: 426.108 ns/op
# Warmup Iteration   2: 421.176 ns/op
# Warmup Iteration   3: 346.294 ns/op
Iteration   1: 346.676 ns/op
Iteration   2: 346.452 ns/op
Iteration   3: 346.263 ns/op
Iteration   4: 350.618 ns/op
Iteration   5: 351.433 ns/op
Iteration   6: 350.935 ns/op
Iteration   7: 350.590 ns/op
Iteration   8: 351.122 ns/op
Iteration   9: 350.620 ns/op
Iteration  10: 350.626 ns/op

# Run progress: 1.28% complete, ETA 01:11:37
# Fork: 2 of 2
# Warmup Iteration   1: 426.045 ns/op
# Warmup Iteration   2: 399.302 ns/op
# Warmup Iteration   3: 346.765 ns/op
Iteration   1: 346.574 ns/op
Iteration   2: 346.597 ns/op
Iteration   3: 346.172 ns/op
Iteration   4: 350.723 ns/op
Iteration   5: 350.447 ns/op
Iteration   6: 350.908 ns/op
Iteration   7: 351.211 ns/op
Iteration   8: 350.995 ns/op
Iteration   9: 350.838 ns/op
Iteration  10: 351.775 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  349.579 ±(99.9%) 1.843 ns/op [Average]
  (min, avg, max) = (346.172, 349.579, 351.775), stdev = 2.122
  CI (99.9%): [347.736, 351.422] (assumes normal distribution)


# JMH version: 1.21
# VM version: JDK 1.8.0_192, Java HotSpot(TM) 64-Bit Server VM, 25.192-b12
# VM invoker: /home/bourgesl/apps/jdk1.8.0/jre/bin/java
# VM options: -Xms1g -Xmx1g -XX:-TieredCompilation -XX:+UnlockDiagnosticVMOptions -XX:GuaranteedSafepointInterval=300000
# Warmup: 3 iterations, 200 ms each
# Measurement: 10 iterations, 100 ms each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: edu.sorting.bench.ArraySortBenchmark.sort
# Parameters: (arraySize = 500, arraySubSize = 1, dataTweaker = IDENT_____, distBuilder = _RANDOM, tSorter = BASELINE)

# Run progress: 1.33% complete, ETA 01:11:33
# Fork: 1 of 2
# Warmup Iteration   1: 37.777 ns/op
# Warmup Iteration   2: 72.317 ns/op
# Warmup Iteration   3: 35.710 ns/op
Iteration   1: 35.617 ns/op
Iteration   2: 35.708 ns/op
Iteration   3: 35.726 ns/op
Iteration   4: 35.702 ns/op
Iteration   5: 35.769 ns/op
Iteration   6: 36.171 ns/op
Iteration   7: 35.695 ns/op
Iteration   8: 34.421 ns/op
Iteration   9: 35.671 ns/op
Iteration  10: 35.642 ns/op

# Run progress: 1.39% complete, ETA 01:11:31
# Fork: 2 of 2
# Warmup Iteration   1: 37.722 ns/op
# Warmup Iteration   2: 67.235 ns/op
# Warmup Iteration   3: 35.670 ns/op
Iteration   1: 35.705 ns/op
Iteration   2: 35.731 ns/op
Iteration   3: 35.750 ns/op
Iteration   4: 35.703 ns/op
Iteration   5: 35.785 ns/op
Iteration   6: 36.202 ns/op
Iteration   7: 35.738 ns/op
Iteration   8: 34.421 ns/op
Iteration   9: 35.778 ns/op
Iteration  10: 35.755 ns/op


Result "edu.sorting.bench.ArraySortBenchmark.sort":
  35.635 ±(99.9%) 0.383 ns/op [Average]
  (min, avg, max) = (34.421, 35.635, 36.202), stdev = 0.441
  CI (99.9%): [35.251, 36.018] (assumes normal distribution)


# JMH version: 1.21
