Benchmark                (arraySize)  (arraySubSize)  (dataTweaker)  (distBuilder)     (tSorter)  Mode  Cnt      Score      Error  Units
ArraySortBenchmark.sort           50               1     IDENT_____        PLATEAU         RADIX  avgt   20    133.001 ±    4.878  ns/op
ArraySortBenchmark.sort           50               1     IDENT_____        SHUFFLE      BASELINE  avgt   20     16.290 ±    0.830  ns/op
ArraySortBenchmark.sort           50               1     IDENT_____        SHUFFLE        DPQ_11  avgt   20     91.679 ±    0.643  ns/op
ArraySortBenchmark.sort           50               1     IDENT_____        SHUFFLE  DPQ_18_11_21  avgt   20     45.003 ±    0.648  ns/op
ArraySortBenchmark.sort           50               1     IDENT_____        SHUFFLE    DPQ_18_11I  avgt   20    108.974 ±    0.806  ns/op
ArraySortBenchmark.sort           50               1     IDENT_____        SHUFFLE    DPQ_18_11P  avgt   20     48.381 ±    0.556  ns/op
ArraySortBenchmark.sort           50               1     IDENT_____        SHUFFLE         RADIX  avgt   20    133.018 ±    4.886  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        STAGGER      BASELINE  avgt   20     16.289 ±    0.829  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        STAGGER        DPQ_11  avgt   20    304.458 ±    1.388  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        STAGGER  DPQ_18_11_21  avgt   20    534.985 ±    4.082  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        STAGGER    DPQ_18_11I  avgt   20    502.450 ±    2.507  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        STAGGER    DPQ_18_11P  avgt   20    336.366 ±    0.811  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        STAGGER         RADIX  avgt   20    293.840 ±    8.211  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH      BASELINE  avgt   20     16.290 ±    0.825  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH        DPQ_11  avgt   20     51.109 ±    0.460  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH  DPQ_18_11_21  avgt   20     44.999 ±    0.639  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH    DPQ_18_11I  avgt   20     49.888 ±    1.287  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH    DPQ_18_11P  avgt   20     48.496 ±    0.729  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH         RADIX  avgt   20    129.387 ±    7.077  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM      BASELINE  avgt   20     16.292 ±    0.828  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM        DPQ_11  avgt   20     51.111 ±    0.442  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM  DPQ_18_11_21  avgt   20     44.988 ±    0.650  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM    DPQ_18_11I  avgt   20     49.896 ±    1.285  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM    DPQ_18_11P  avgt   20     48.379 ±    0.546  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM         RADIX  avgt   20    129.511 ±    7.053  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU      BASELINE  avgt   20     16.292 ±    0.826  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU        DPQ_11  avgt   20     55.217 ±    0.530  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU  DPQ_18_11_21  avgt   20    110.273 ±    0.691  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU    DPQ_18_11I  avgt   20     67.696 ±    0.531  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU    DPQ_18_11P  avgt   20     79.470 ±    0.539  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU         RADIX  avgt   20    133.871 ±    5.981  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE      BASELINE  avgt   20     16.291 ±    0.826  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE        DPQ_11  avgt   20    207.416 ±    2.457  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE  DPQ_18_11_21  avgt   20    605.109 ±    0.881  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE    DPQ_18_11I  avgt   20    160.358 ±    0.719  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE    DPQ_18_11P  avgt   20    435.488 ±    1.044  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE         RADIX  avgt   20    173.160 ±    5.859  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER      BASELINE  avgt   20     16.300 ±    0.814  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER        DPQ_11  avgt   20    280.795 ±    0.489  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER  DPQ_18_11_21  avgt   20    411.415 ±    0.666  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER    DPQ_18_11I  avgt   20    351.050 ±   10.264  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER    DPQ_18_11P  avgt   20    298.975 ±    0.960  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER         RADIX  avgt   20    280.250 ±    6.865  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH      BASELINE  avgt   20     16.290 ±    0.827  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH        DPQ_11  avgt   20     51.095 ±    0.445  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH  DPQ_18_11_21  avgt   20     44.995 ±    0.639  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH    DPQ_18_11I  avgt   20     49.888 ±    1.289  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH    DPQ_18_11P  avgt   20     48.390 ±    0.544  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH         RADIX  avgt   20    129.803 ±    7.363  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM      BASELINE  avgt   20     16.290 ±    0.827  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM        DPQ_11  avgt   20     51.122 ±    0.464  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM  DPQ_18_11_21  avgt   20     44.994 ±    0.639  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM    DPQ_18_11I  avgt   20     49.886 ±    1.290  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM    DPQ_18_11P  avgt   20     48.373 ±    0.563  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM         RADIX  avgt   20    129.378 ±    7.083  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU      BASELINE  avgt   20     16.288 ±    0.829  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU        DPQ_11  avgt   20     56.749 ±    0.511  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU  DPQ_18_11_21  avgt   20    102.625 ±    0.996  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU    DPQ_18_11I  avgt   20     78.877 ±    1.541  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU    DPQ_18_11P  avgt   20     61.530 ±    0.578  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU         RADIX  avgt   20    131.965 ±    6.864  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE      BASELINE  avgt   20     16.291 ±    0.828  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE        DPQ_11  avgt   20    183.381 ±    2.737  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE  DPQ_18_11_21  avgt   20    235.400 ±    0.622  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE    DPQ_18_11I  avgt   20    276.315 ±    6.273  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE    DPQ_18_11P  avgt   20    176.301 ±    0.535  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE         RADIX  avgt   20    258.724 ±    7.182  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER      BASELINE  avgt   20     16.289 ±    0.824  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER        DPQ_11  avgt   20    302.463 ±    0.400  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER  DPQ_18_11_21  avgt   20    380.448 ±    3.489  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER    DPQ_18_11I  avgt   20    320.082 ±    3.488  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER    DPQ_18_11P  avgt   20    221.166 ±    0.616  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER         RADIX  avgt   20    266.468 ±    6.924  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH      BASELINE  avgt   20     16.290 ±    0.827  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH        DPQ_11  avgt   20     51.122 ±    0.463  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH  DPQ_18_11_21  avgt   20     44.999 ±    0.637  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH    DPQ_18_11I  avgt   20     49.888 ±    1.289  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH    DPQ_18_11P  avgt   20     48.362 ±    0.557  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH         RADIX  avgt   20    130.490 ±    7.783  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM      BASELINE  avgt   20     16.290 ±    0.826  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM        DPQ_11  avgt   20     51.106 ±    0.459  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM  DPQ_18_11_21  avgt   20     44.994 ±    0.639  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM    DPQ_18_11I  avgt   20     49.890 ±    1.289  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM    DPQ_18_11P  avgt   20     48.382 ±    0.552  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM         RADIX  avgt   20    129.410 ±    7.078  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU      BASELINE  avgt   20     16.287 ±    0.830  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU        DPQ_11  avgt   20     54.818 ±    0.418  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU  DPQ_18_11_21  avgt   20     45.005 ±    0.652  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU    DPQ_18_11I  avgt   20     67.535 ±    2.497  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU    DPQ_18_11P  avgt   20     48.371 ±    0.558  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU         RADIX  avgt   20    133.023 ±    4.884  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE      BASELINE  avgt   20     16.289 ±    0.827  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE        DPQ_11  avgt   20    137.393 ±    0.562  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE  DPQ_18_11_21  avgt   20    254.587 ±    1.850  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE    DPQ_18_11I  avgt   20    198.932 ±    1.170  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE    DPQ_18_11P  avgt   20    163.680 ±    0.816  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE         RADIX  avgt   20    269.739 ±    7.229  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER      BASELINE  avgt   20     16.466 ±    0.781  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER        DPQ_11  avgt   20     90.125 ±    0.620  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER  DPQ_18_11_21  avgt   20     45.010 ±    0.668  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER    DPQ_18_11I  avgt   20    110.341 ±    0.587  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER    DPQ_18_11P  avgt   20     48.362 ±    0.527  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER         RADIX  avgt   20    107.743 ±    1.713  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH      BASELINE  avgt   20     16.473 ±    0.774  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH        DPQ_11  avgt   20     51.036 ±    0.561  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH  DPQ_18_11_21  avgt   20     45.011 ±    0.663  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH    DPQ_18_11I  avgt   20     50.401 ±    3.011  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH    DPQ_18_11P  avgt   20     48.359 ±    0.527  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH         RADIX  avgt   20     99.744 ±    4.613  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM      BASELINE  avgt   20     16.470 ±    0.779  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM        DPQ_11  avgt   20     51.043 ±    0.544  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM  DPQ_18_11_21  avgt   20     45.010 ±    0.663  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM    DPQ_18_11I  avgt   20     49.596 ±    0.677  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM    DPQ_18_11P  avgt   20     48.364 ±    0.533  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM         RADIX  avgt   20     99.721 ±    4.574  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU      BASELINE  avgt   20     16.468 ±    0.779  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU        DPQ_11  avgt   20     54.976 ±    0.327  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU  DPQ_18_11_21  avgt   20     45.016 ±    0.670  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU    DPQ_18_11I  avgt   20     66.951 ±    0.757  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU    DPQ_18_11P  avgt   20     48.362 ±    0.534  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU         RADIX  avgt   20    102.910 ±    3.081  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE      BASELINE  avgt   20     16.473 ±    0.774  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE        DPQ_11  avgt   20     91.553 ±    0.591  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE  DPQ_18_11_21  avgt   20     45.005 ±    0.663  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE    DPQ_18_11I  avgt   20    108.428 ±    0.576  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE    DPQ_18_11P  avgt   20     48.360 ±    0.528  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE         RADIX  avgt   20    102.567 ±    3.236  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER      BASELINE  avgt   20     16.286 ±    0.828  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER        DPQ_11  avgt   20    315.645 ±    2.634  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER  DPQ_18_11_21  avgt   20    265.964 ±    4.056  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER    DPQ_18_11I  avgt   20    319.245 ±    4.156  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER    DPQ_18_11P  avgt   20    210.482 ±    0.781  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER         RADIX  avgt   20    762.319 ±   11.636  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH      BASELINE  avgt   20     16.291 ±    0.827  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH        DPQ_11  avgt   20    239.524 ±    1.141  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH  DPQ_18_11_21  avgt   20    341.681 ±    0.764  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH    DPQ_18_11I  avgt   20    249.720 ±    1.075  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH    DPQ_18_11P  avgt   20    287.554 ±    1.146  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH         RADIX  avgt   20    728.938 ±   13.158  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM      BASELINE  avgt   20     16.291 ±    0.827  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM        DPQ_11  avgt   20    239.004 ±    1.059  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM  DPQ_18_11_21  avgt   20    339.868 ±    1.780  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM    DPQ_18_11I  avgt   20    250.188 ±    0.951  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM    DPQ_18_11P  avgt   20    288.728 ±    5.549  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM         RADIX  avgt   20    747.780 ±    8.868  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU      BASELINE  avgt   20     16.287 ±    0.826  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU        DPQ_11  avgt   20    241.302 ±    2.849  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU  DPQ_18_11_21  avgt   20    344.063 ±    2.504  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU    DPQ_18_11I  avgt   20    268.738 ±    0.600  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU    DPQ_18_11P  avgt   20    287.810 ±    2.058  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU         RADIX  avgt   20    726.340 ±   14.542  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE      BASELINE  avgt   20     16.287 ±    0.829  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE        DPQ_11  avgt   20    139.499 ±    1.172  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE  DPQ_18_11_21  avgt   20     97.944 ±    0.817  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE    DPQ_18_11I  avgt   20    125.341 ±    0.762  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE    DPQ_18_11P  avgt   20     77.540 ±    0.640  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE         RADIX  avgt   20    672.597 ±    8.053  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER      BASELINE  avgt   20     16.287 ±    0.830  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER        DPQ_11  avgt   20    307.669 ±    4.611  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER  DPQ_18_11_21  avgt   20    340.675 ±    0.612  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER    DPQ_18_11I  avgt   20    311.653 ±    6.029  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER    DPQ_18_11P  avgt   20    263.102 ±    0.964  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER         RADIX  avgt   20    455.704 ±    7.703  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH      BASELINE  avgt   20     16.290 ±    0.830  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH        DPQ_11  avgt   20    295.120 ±    3.062  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH  DPQ_18_11_21  avgt   20    338.675 ±    1.400  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH    DPQ_18_11I  avgt   20    200.588 ±    4.445  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH    DPQ_18_11P  avgt   20    281.033 ±    0.797  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH         RADIX  avgt   20    786.920 ±    9.118  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM      BASELINE  avgt   20     16.290 ±    0.828  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM        DPQ_11  avgt   20   4048.090 ± 5761.788  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM  DPQ_18_11_21  avgt   20    363.594 ±   17.927  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM    DPQ_18_11I  avgt   20    996.301 ± 2239.937  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM    DPQ_18_11P  avgt   20    288.177 ±   11.645  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM         RADIX  avgt   20   1618.361 ±  184.659  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU      BASELINE  avgt   20     16.291 ±    0.824  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU        DPQ_11  avgt   20     58.999 ±    0.589  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU  DPQ_18_11_21  avgt   20     44.995 ±    0.641  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU    DPQ_18_11I  avgt   20     72.462 ±    2.394  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU    DPQ_18_11P  avgt   20     48.387 ±    0.560  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU         RADIX  avgt   20    133.329 ±    5.008  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE      BASELINE  avgt   20     16.285 ±    0.831  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE        DPQ_11  avgt   20   4013.728 ± 6626.179  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE  DPQ_18_11_21  avgt   20    225.431 ±   32.584  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE    DPQ_18_11I  avgt   20   2148.585 ± 3830.607  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE    DPQ_18_11P  avgt   20    183.290 ±   16.752  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE         RADIX  avgt   20    998.826 ± 1062.903  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER      BASELINE  avgt   20     16.288 ±    0.825  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER        DPQ_11  avgt   20    305.719 ±    0.833  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER  DPQ_18_11_21  avgt   20    463.424 ±    9.516  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER    DPQ_18_11I  avgt   20    328.835 ±    2.046  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER    DPQ_18_11P  avgt   20    329.223 ±    0.630  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER         RADIX  avgt   20    498.801 ±    8.930  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH      BASELINE  avgt   20     16.291 ±    0.828  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH        DPQ_11  avgt   20    295.956 ±    3.300  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH  DPQ_18_11_21  avgt   20    362.916 ±    0.767  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH    DPQ_18_11I  avgt   20    203.815 ±    0.657  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH    DPQ_18_11P  avgt   20    289.196 ±    0.717  ns/op
