Benchmark                (arraySize)  (arraySubSize)  (dataTweaker)  (distBuilder)     (tSorter)  Mode  Cnt     Score     Error  Units
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH    DPQ_18_11I  avgt   10    48.335 ±   0.012  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH    DPQ_18_11P  avgt   10    47.560 ±   0.068  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SAWTOTH         RADIX  avgt   10    96.480 ±   4.856  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM      BASELINE  avgt   10    13.906 ±   0.235  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM        DPQ_11  avgt   10    52.621 ±   0.114  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM  DPQ_18_11_21  avgt   10    45.274 ±   0.071  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM    DPQ_18_11I  avgt   10    48.332 ±   0.019  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM    DPQ_18_11P  avgt   10    47.575 ±   0.081  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        _RANDOM         RADIX  avgt   10    96.472 ±   4.854  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU      BASELINE  avgt   10    13.784 ±   0.129  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU        DPQ_11  avgt   10    56.034 ±   0.216  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU  DPQ_18_11_21  avgt   10   114.163 ±   7.920  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU    DPQ_18_11I  avgt   10    66.425 ±   0.109  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU    DPQ_18_11P  avgt   10    78.537 ±   0.193  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        PLATEAU         RADIX  avgt   10   101.924 ±   2.852  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE      BASELINE  avgt   10    13.898 ±   0.236  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE        DPQ_11  avgt   10   203.723 ±   0.405  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE  DPQ_18_11_21  avgt   10   604.478 ±   0.352  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE    DPQ_18_11I  avgt   10   162.572 ±   6.354  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE    DPQ_18_11P  avgt   10   434.103 ±   0.233  ns/op
ArraySortBenchmark.sort           50               1     REVERSE___        SHUFFLE         RADIX  avgt   10   141.659 ±   4.982  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER      BASELINE  avgt   10    13.782 ±   0.132  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER        DPQ_11  avgt   10   281.667 ±   2.901  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER  DPQ_18_11_21  avgt   10   408.574 ±   1.779  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER    DPQ_18_11I  avgt   10   360.458 ±   1.237  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER    DPQ_18_11P  avgt   10   297.387 ±   1.856  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        STAGGER         RADIX  avgt   10   246.516 ±   0.765  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH      BASELINE  avgt   10    13.783 ±   0.135  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH        DPQ_11  avgt   10    52.311 ±   0.160  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH  DPQ_18_11_21  avgt   10    45.259 ±   0.069  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH    DPQ_18_11I  avgt   10    48.511 ±   0.259  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH    DPQ_18_11P  avgt   10    47.542 ±   0.075  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SAWTOTH         RADIX  avgt   10    96.505 ±   4.938  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM      BASELINE  avgt   10    13.899 ±   0.242  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM        DPQ_11  avgt   10    52.308 ±   0.157  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM  DPQ_18_11_21  avgt   10    45.266 ±   0.074  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM    DPQ_18_11I  avgt   10    48.484 ±   0.256  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM    DPQ_18_11P  avgt   10    47.533 ±   0.043  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        _RANDOM         RADIX  avgt   10    96.516 ±   4.890  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU      BASELINE  avgt   10    13.784 ±   0.128  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU        DPQ_11  avgt   10    57.801 ±   0.216  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU  DPQ_18_11_21  avgt   10   103.111 ±   0.276  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU    DPQ_18_11I  avgt   10    69.966 ±   4.611  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU    DPQ_18_11P  avgt   10    61.094 ±   0.027  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        PLATEAU         RADIX  avgt   10   100.400 ±   1.076  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE      BASELINE  avgt   10    13.781 ±   0.132  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE        DPQ_11  avgt   10   178.916 ±   0.100  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE  DPQ_18_11_21  avgt   10   233.611 ±   0.087  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE    DPQ_18_11I  avgt   10   281.728 ±   1.905  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE    DPQ_18_11P  avgt   10   174.897 ±   0.271  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_FR        SHUFFLE         RADIX  avgt   10   227.624 ±   2.508  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER      BASELINE  avgt   10    13.788 ±   0.123  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER        DPQ_11  avgt   10   300.925 ±   0.656  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER  DPQ_18_11_21  avgt   10   379.526 ±   9.868  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER    DPQ_18_11I  avgt   10   321.811 ±   6.473  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER    DPQ_18_11P  avgt   10   220.463 ±   0.081  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        STAGGER         RADIX  avgt   10   231.090 ±   1.973  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH      BASELINE  avgt   10    13.785 ±   0.141  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH        DPQ_11  avgt   10    52.438 ±   0.271  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH  DPQ_18_11_21  avgt   10    45.245 ±   0.058  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH    DPQ_18_11I  avgt   10    48.512 ±   0.299  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH    DPQ_18_11P  avgt   10    47.559 ±   0.067  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SAWTOTH         RADIX  avgt   10    96.472 ±   4.795  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM      BASELINE  avgt   10    13.780 ±   0.133  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM        DPQ_11  avgt   10    52.296 ±   0.163  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM  DPQ_18_11_21  avgt   10    45.245 ±   0.039  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM    DPQ_18_11I  avgt   10    48.327 ±   0.015  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM    DPQ_18_11P  avgt   10    47.554 ±   0.051  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        _RANDOM         RADIX  avgt   10    96.496 ±   4.825  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU      BASELINE  avgt   10    13.787 ±   0.136  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU        DPQ_11  avgt   10    55.839 ±   0.202  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU  DPQ_18_11_21  avgt   10    45.259 ±   0.055  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU    DPQ_18_11I  avgt   10    66.653 ±   0.105  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU    DPQ_18_11P  avgt   10    47.536 ±   0.060  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        PLATEAU         RADIX  avgt   10   101.126 ±   5.227  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE      BASELINE  avgt   10    14.234 ±   1.498  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE        DPQ_11  avgt   10   138.729 ±   0.237  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE  DPQ_18_11_21  avgt   10   251.697 ±   1.380  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE    DPQ_18_11I  avgt   10   197.048 ±   2.040  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE    DPQ_18_11P  avgt   10   162.534 ±   0.196  ns/op
ArraySortBenchmark.sort           50               1     REVERSE_BA        SHUFFLE         RADIX  avgt   10   238.001 ±   4.128  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER      BASELINE  avgt   10    16.191 ±   6.599  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER        DPQ_11  avgt   10   102.892 ±  43.840  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER  DPQ_18_11_21  avgt   10    51.232 ±  19.641  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER    DPQ_18_11I  avgt   10   126.699 ±  57.284  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER    DPQ_18_11P  avgt   10    54.052 ±  20.985  ns/op
ArraySortBenchmark.sort           50               1     SORT______        STAGGER         RADIX  avgt   10   147.407 ±  55.401  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH      BASELINE  avgt   10    14.056 ±   0.949  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH        DPQ_11  avgt   10    52.329 ±   0.134  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH  DPQ_18_11_21  avgt   10    45.118 ±   0.079  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH    DPQ_18_11I  avgt   10    48.237 ±   0.131  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH    DPQ_18_11P  avgt   10    47.472 ±   0.116  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SAWTOTH         RADIX  avgt   10   120.002 ±   0.073  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM      BASELINE  avgt   10    14.063 ±   0.953  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM        DPQ_11  avgt   10    52.304 ±   0.149  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM  DPQ_18_11_21  avgt   10    45.112 ±   0.068  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM    DPQ_18_11I  avgt   10    48.410 ±   0.336  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM    DPQ_18_11P  avgt   10    47.474 ±   0.122  ns/op
ArraySortBenchmark.sort           50               1     SORT______        _RANDOM         RADIX  avgt   10   120.006 ±   0.158  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU      BASELINE  avgt   10    13.909 ±   0.242  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU        DPQ_11  avgt   10    55.850 ±   0.195  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU  DPQ_18_11_21  avgt   10    45.194 ±   0.194  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU    DPQ_18_11I  avgt   10    66.272 ±   0.486  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU    DPQ_18_11P  avgt   10    47.491 ±   0.107  ns/op
ArraySortBenchmark.sort           50               1     SORT______        PLATEAU         RADIX  avgt   10   126.564 ±   4.136  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE      BASELINE  avgt   10    13.791 ±   0.141  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE        DPQ_11  avgt   10    90.138 ±   0.397  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE  DPQ_18_11_21  avgt   10    45.112 ±   0.055  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE    DPQ_18_11I  avgt   10   106.239 ±   2.275  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE    DPQ_18_11P  avgt   10    47.487 ±   0.140  ns/op
ArraySortBenchmark.sort           50               1     SORT______        SHUFFLE         RADIX  avgt   10   126.831 ±   3.602  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER      BASELINE  avgt   10    13.929 ±   0.560  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER        DPQ_11  avgt   10   312.504 ±   0.492  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER  DPQ_18_11_21  avgt   10   260.793 ±   0.208  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER    DPQ_18_11I  avgt   10   315.209 ±   4.522  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER    DPQ_18_11P  avgt   10   208.487 ±   0.197  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        STAGGER         RADIX  avgt   10   723.892 ±   7.662  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH      BASELINE  avgt   10    13.931 ±   0.557  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH        DPQ_11  avgt   10   237.495 ±   0.338  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH  DPQ_18_11_21  avgt   10   340.857 ±   7.273  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH    DPQ_18_11I  avgt   10   248.434 ±   0.846  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH    DPQ_18_11P  avgt   10   284.296 ±   2.217  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SAWTOTH         RADIX  avgt   10   702.095 ±   6.380  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM      BASELINE  avgt   10    13.784 ±   0.130  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM        DPQ_11  avgt   10   239.039 ±   2.722  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM  DPQ_18_11_21  avgt   10   336.635 ±   5.846  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM    DPQ_18_11I  avgt   10   248.559 ±   1.105  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM    DPQ_18_11P  avgt   10   284.657 ±   1.711  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        _RANDOM         RADIX  avgt   10   705.465 ±   2.854  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU      BASELINE  avgt   10    13.929 ±   0.552  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU        DPQ_11  avgt   10   239.205 ±   1.295  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU  DPQ_18_11_21  avgt   10   340.277 ±   0.129  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU    DPQ_18_11I  avgt   10   274.302 ±   5.111  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU    DPQ_18_11P  avgt   10   284.352 ±   2.411  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        PLATEAU         RADIX  avgt   10   675.845 ±   3.285  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE      BASELINE  avgt   10    13.781 ±   0.130  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE        DPQ_11  avgt   10   137.462 ±   0.158  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE  DPQ_18_11_21  avgt   10    96.251 ±   0.317  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE    DPQ_18_11I  avgt   10   125.064 ±   2.220  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE    DPQ_18_11P  avgt   10    76.118 ±   0.025  ns/op
ArraySortBenchmark.sort           50               1     DITHER____        SHUFFLE         RADIX  avgt   10   640.803 ±   3.290  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER      BASELINE  avgt   10    13.927 ±   0.556  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER        DPQ_11  avgt   10   304.386 ±   0.483  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER  DPQ_18_11_21  avgt   10   336.864 ±   3.610  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER    DPQ_18_11I  avgt   10   310.180 ±   6.545  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER    DPQ_18_11P  avgt   10   261.049 ±   1.127  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        STAGGER         RADIX  avgt   10   431.893 ±   1.899  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH      BASELINE  avgt   10    13.781 ±   0.124  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH        DPQ_11  avgt   10   300.295 ±   8.739  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH  DPQ_18_11_21  avgt   10   340.224 ±   2.633  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH    DPQ_18_11I  avgt   10   195.985 ±   1.338  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH    DPQ_18_11P  avgt   10   282.102 ±   4.162  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SAWTOTH         RADIX  avgt   10   751.008 ±   3.976  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM      BASELINE  avgt   10    13.790 ±   0.132  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM        DPQ_11  avgt   10   299.726 ±   8.819  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM  DPQ_18_11_21  avgt   10   366.011 ±   2.288  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM    DPQ_18_11I  avgt   10   232.091 ±   4.014  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM    DPQ_18_11P  avgt   10   281.683 ±   1.467  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        _RANDOM         RADIX  avgt   10  1564.854 ±  14.308  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU      BASELINE  avgt   10    14.054 ±   0.955  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU        DPQ_11  avgt   10    57.816 ±   0.195  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU  DPQ_18_11_21  avgt   10    45.247 ±   0.062  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU    DPQ_18_11I  avgt   10    70.393 ±   2.461  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU    DPQ_18_11P  avgt   10    47.555 ±   0.045  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        PLATEAU         RADIX  avgt   10   101.138 ±   5.261  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE      BASELINE  avgt   10    13.781 ±   0.126  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE        DPQ_11  avgt   10   301.091 ±  11.562  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE  DPQ_18_11_21  avgt   10   224.511 ±   2.807  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE    DPQ_18_11I  avgt   10   324.132 ±   1.256  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE    DPQ_18_11P  avgt   10   182.882 ±   2.849  ns/op
ArraySortBenchmark.sort           50               4     IDENT_____        SHUFFLE         RADIX  avgt   10   652.408 ±  10.329  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER      BASELINE  avgt   10    13.783 ±   0.129  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER        DPQ_11  avgt   10   307.085 ±   3.266  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER  DPQ_18_11_21  avgt   10   457.975 ±  11.656  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER    DPQ_18_11I  avgt   10   331.580 ±   1.423  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER    DPQ_18_11P  avgt   10   326.797 ±   0.645  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        STAGGER         RADIX  avgt   10   463.933 ±   2.319  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH      BASELINE  avgt   10    14.204 ±   1.000  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH        DPQ_11  avgt   10   298.398 ±   1.596  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH  DPQ_18_11_21  avgt   10   364.879 ±   2.777  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH    DPQ_18_11I  avgt   10   204.027 ±   0.580  ns/op
ArraySortBenchmark.sort           50               4     REVERSE___        SAWTOTH    DPQ_18_11P  avgt   10   288.733 ±   3.395  ns/op
