Benchmark                (arraySize)  (arraySubSize)  (dataTweaker)  (distBuilder)     (tSorter)  Mode  Cnt      Score       Error  Units
ArraySortBenchmark.sort          500               1     REVERSE___        _RANDOM    DPQ_18_11I  avgt   20    233.674 ±     0.755  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        _RANDOM    DPQ_18_11P  avgt   20    270.470 ±     0.724  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        _RANDOM         RADIX  avgt   20    349.471 ±     1.940  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        PLATEAU      BASELINE  avgt   20     35.612 ±     0.352  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        PLATEAU        DPQ_11  avgt   20    494.390 ±     6.189  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        PLATEAU  DPQ_18_11_21  avgt   20    429.518 ±     1.404  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        PLATEAU    DPQ_18_11I  avgt   20    431.254 ±     2.236  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        PLATEAU    DPQ_18_11P  avgt   20    428.884 ±     0.784  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        PLATEAU         RADIX  avgt   20    386.526 ±     4.129  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        SHUFFLE      BASELINE  avgt   20     42.056 ±     6.441  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        SHUFFLE        DPQ_11  avgt   20    461.574 ±     1.116  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        SHUFFLE  DPQ_18_11_21  avgt   20   2322.559 ±     8.265  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        SHUFFLE    DPQ_18_11I  avgt   20   2330.866 ±     7.853  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        SHUFFLE    DPQ_18_11P  avgt   20   2010.325 ±     5.324  ns/op
ArraySortBenchmark.sort          500               1     REVERSE___        SHUFFLE         RADIX  avgt   20    803.590 ±    13.983  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        STAGGER      BASELINE  avgt   20     35.612 ±     0.355  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        STAGGER        DPQ_11  avgt   20   1687.141 ±    23.070  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        STAGGER  DPQ_18_11_21  avgt   20   7667.151 ±    39.481  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        STAGGER    DPQ_18_11I  avgt   20   7736.794 ±    18.974  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        STAGGER    DPQ_18_11P  avgt   20   6152.704 ±    55.369  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        STAGGER         RADIX  avgt   20   1697.497 ±     4.541  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SAWTOTH      BASELINE  avgt   20     42.653 ±     6.318  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SAWTOTH        DPQ_11  avgt   20    234.311 ±     0.909  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SAWTOTH  DPQ_18_11_21  avgt   20    225.688 ±     0.673  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SAWTOTH    DPQ_18_11I  avgt   20    229.410 ±     6.385  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SAWTOTH    DPQ_18_11P  avgt   20    270.514 ±     0.790  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SAWTOTH         RADIX  avgt   20    349.210 ±     1.979  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        _RANDOM      BASELINE  avgt   20     35.623 ±     0.366  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        _RANDOM        DPQ_11  avgt   20    234.113 ±     0.939  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        _RANDOM  DPQ_18_11_21  avgt   20    233.212 ±     6.843  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        _RANDOM    DPQ_18_11I  avgt   20    227.564 ±     0.827  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        _RANDOM    DPQ_18_11P  avgt   20    270.495 ±     0.780  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        _RANDOM         RADIX  avgt   20    349.381 ±     1.786  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        PLATEAU      BASELINE  avgt   20     35.612 ±     0.347  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        PLATEAU        DPQ_11  avgt   20   1133.245 ±     5.944  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        PLATEAU  DPQ_18_11_21  avgt   20    438.188 ±     0.996  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        PLATEAU    DPQ_18_11I  avgt   20    438.953 ±     1.476  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        PLATEAU    DPQ_18_11P  avgt   20    439.851 ±     3.006  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        PLATEAU         RADIX  avgt   20    289.710 ±     2.955  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SHUFFLE      BASELINE  avgt   20     35.611 ±     0.361  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SHUFFLE        DPQ_11  avgt   20    366.948 ±     1.275  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SHUFFLE  DPQ_18_11_21  avgt   20   3643.253 ±    40.776  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SHUFFLE    DPQ_18_11I  avgt   20   3596.801 ±    11.781  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SHUFFLE    DPQ_18_11P  avgt   20   3306.612 ±    41.988  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_FR        SHUFFLE         RADIX  avgt   20   1473.245 ±     5.473  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        STAGGER      BASELINE  avgt   20     35.623 ±     0.351  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        STAGGER        DPQ_11  avgt   20   1605.095 ±    10.362  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        STAGGER  DPQ_18_11_21  avgt   20   7901.007 ±    33.402  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        STAGGER    DPQ_18_11I  avgt   20   8004.766 ±    27.676  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        STAGGER    DPQ_18_11P  avgt   20   6161.675 ±    33.069  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        STAGGER         RADIX  avgt   20   1575.791 ±     4.511  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SAWTOTH      BASELINE  avgt   20     35.620 ±     0.364  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SAWTOTH        DPQ_11  avgt   20    234.480 ±     0.885  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SAWTOTH  DPQ_18_11_21  avgt   20    226.446 ±     3.626  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SAWTOTH    DPQ_18_11I  avgt   20    227.724 ±     0.586  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SAWTOTH    DPQ_18_11P  avgt   20    278.358 ±     7.549  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SAWTOTH         RADIX  avgt   20    349.253 ±     1.903  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        _RANDOM      BASELINE  avgt   20     35.611 ±     0.343  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        _RANDOM        DPQ_11  avgt   20    234.450 ±     0.876  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        _RANDOM  DPQ_18_11_21  avgt   20    235.743 ±     2.698  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        _RANDOM    DPQ_18_11I  avgt   20    242.230 ±    13.248  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        _RANDOM    DPQ_18_11P  avgt   20    270.542 ±     0.759  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        _RANDOM         RADIX  avgt   20    349.438 ±     1.994  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        PLATEAU      BASELINE  avgt   20     35.602 ±     0.347  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        PLATEAU        DPQ_11  avgt   20    237.511 ±     1.667  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        PLATEAU  DPQ_18_11_21  avgt   20    436.852 ±     1.459  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        PLATEAU    DPQ_18_11I  avgt   20    439.818 ±     2.566  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        PLATEAU    DPQ_18_11P  avgt   20    436.311 ±     0.780  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        PLATEAU         RADIX  avgt   20    419.370 ±     1.873  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SHUFFLE      BASELINE  avgt   20     35.645 ±     0.356  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SHUFFLE        DPQ_11  avgt   20   1621.168 ±    21.518  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SHUFFLE  DPQ_18_11_21  avgt   20   2958.176 ±    18.904  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SHUFFLE    DPQ_18_11I  avgt   20   2954.297 ±    18.092  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SHUFFLE    DPQ_18_11P  avgt   20   2486.542 ±    13.719  ns/op
ArraySortBenchmark.sort          500               1     REVERSE_BA        SHUFFLE         RADIX  avgt   20   1626.742 ±     9.647  ns/op
ArraySortBenchmark.sort          500               1     SORT______        STAGGER      BASELINE  avgt   20     38.047 ±     0.272  ns/op
ArraySortBenchmark.sort          500               1     SORT______        STAGGER        DPQ_11  avgt   20    241.026 ±     0.773  ns/op
ArraySortBenchmark.sort          500               1     SORT______        STAGGER  DPQ_18_11_21  avgt   20    995.213 ±     1.759  ns/op
ArraySortBenchmark.sort          500               1     SORT______        STAGGER    DPQ_18_11I  avgt   20   1003.085 ±     1.990  ns/op
ArraySortBenchmark.sort          500               1     SORT______        STAGGER    DPQ_18_11P  avgt   20   1016.051 ±     6.026  ns/op
ArraySortBenchmark.sort          500               1     SORT______        STAGGER         RADIX  avgt   20    460.680 ±     0.977  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SAWTOTH      BASELINE  avgt   20     38.007 ±     0.260  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SAWTOTH        DPQ_11  avgt   20    235.756 ±     0.654  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SAWTOTH  DPQ_18_11_21  avgt   20    228.452 ±     0.700  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SAWTOTH    DPQ_18_11I  avgt   20    234.279 ±     4.696  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SAWTOTH    DPQ_18_11P  avgt   20    273.116 ±     0.945  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SAWTOTH         RADIX  avgt   20    354.041 ±     2.723  ns/op
ArraySortBenchmark.sort          500               1     SORT______        _RANDOM      BASELINE  avgt   20     38.005 ±     0.261  ns/op
ArraySortBenchmark.sort          500               1     SORT______        _RANDOM        DPQ_11  avgt   20    235.753 ±     0.726  ns/op
ArraySortBenchmark.sort          500               1     SORT______        _RANDOM  DPQ_18_11_21  avgt   20    233.565 ±     4.782  ns/op
ArraySortBenchmark.sort          500               1     SORT______        _RANDOM    DPQ_18_11I  avgt   20    229.894 ±     0.194  ns/op
ArraySortBenchmark.sort          500               1     SORT______        _RANDOM    DPQ_18_11P  avgt   20    273.533 ±     2.179  ns/op
ArraySortBenchmark.sort          500               1     SORT______        _RANDOM         RADIX  avgt   20    353.937 ±     3.074  ns/op
ArraySortBenchmark.sort          500               1     SORT______        PLATEAU      BASELINE  avgt   20     38.023 ±     0.284  ns/op
ArraySortBenchmark.sort          500               1     SORT______        PLATEAU        DPQ_11  avgt   20    239.716 ±     1.138  ns/op
ArraySortBenchmark.sort          500               1     SORT______        PLATEAU  DPQ_18_11_21  avgt   20    440.039 ±     0.660  ns/op
ArraySortBenchmark.sort          500               1     SORT______        PLATEAU    DPQ_18_11I  avgt   20    441.717 ±     2.082  ns/op
ArraySortBenchmark.sort          500               1     SORT______        PLATEAU    DPQ_18_11P  avgt   20    438.253 ±     0.489  ns/op
ArraySortBenchmark.sort          500               1     SORT______        PLATEAU         RADIX  avgt   20    373.817 ±    41.508  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SHUFFLE      BASELINE  avgt   20     37.987 ±     0.273  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SHUFFLE        DPQ_11  avgt   20    238.375 ±     0.654  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SHUFFLE  DPQ_18_11_21  avgt   20    974.956 ±     0.981  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SHUFFLE    DPQ_18_11I  avgt   20    984.994 ±     1.256  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SHUFFLE    DPQ_18_11P  avgt   20   1335.057 ±     1.072  ns/op
ArraySortBenchmark.sort          500               1     SORT______        SHUFFLE         RADIX  avgt   20    327.425 ±     1.011  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        STAGGER      BASELINE  avgt   20     35.604 ±     0.368  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        STAGGER        DPQ_11  avgt   20   4679.560 ±    91.841  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        STAGGER  DPQ_18_11_21  avgt   20   8364.140 ±    34.017  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        STAGGER    DPQ_18_11I  avgt   20   8265.500 ±    20.234  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        STAGGER    DPQ_18_11P  avgt   20   6135.029 ±    56.546  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        STAGGER         RADIX  avgt   20   8669.015 ±   107.908  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SAWTOTH      BASELINE  avgt   20     35.638 ±     0.372  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SAWTOTH        DPQ_11  avgt   20   2623.632 ±    66.300  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SAWTOTH  DPQ_18_11_21  avgt   20   1472.771 ±     3.662  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SAWTOTH    DPQ_18_11I  avgt   20   1479.429 ±     7.551  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SAWTOTH    DPQ_18_11P  avgt   20   1549.482 ±    15.594  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SAWTOTH         RADIX  avgt   20   7885.565 ±    61.021  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        _RANDOM      BASELINE  avgt   20     35.610 ±     0.373  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        _RANDOM        DPQ_11  avgt   20   2627.784 ±    62.345  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        _RANDOM  DPQ_18_11_21  avgt   20   1482.554 ±    15.820  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        _RANDOM    DPQ_18_11I  avgt   20   1491.866 ±     8.270  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        _RANDOM    DPQ_18_11P  avgt   20   1564.984 ±     5.413  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        _RANDOM         RADIX  avgt   20   7733.491 ±    92.030  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        PLATEAU      BASELINE  avgt   20     35.615 ±     0.363  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        PLATEAU        DPQ_11  avgt   20   2556.184 ±    43.789  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        PLATEAU  DPQ_18_11_21  avgt   20   1548.079 ±   135.331  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        PLATEAU    DPQ_18_11I  avgt   20   1499.810 ±     4.267  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        PLATEAU    DPQ_18_11P  avgt   20   1537.687 ±   129.577  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        PLATEAU         RADIX  avgt   20   7907.044 ±    41.057  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SHUFFLE      BASELINE  avgt   20     35.607 ±     0.362  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SHUFFLE        DPQ_11  avgt   20   2524.569 ±    21.159  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SHUFFLE  DPQ_18_11_21  avgt   20   1236.936 ±     1.850  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SHUFFLE    DPQ_18_11I  avgt   20   1252.733 ±     4.565  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SHUFFLE    DPQ_18_11P  avgt   20   1368.893 ±    30.991  ns/op
ArraySortBenchmark.sort          500               1     DITHER____        SHUFFLE         RADIX  avgt   20   8979.639 ±   115.573  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        STAGGER      BASELINE  avgt   20     35.647 ±     0.381  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        STAGGER        DPQ_11  avgt   20   3096.632 ±     5.971  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        STAGGER  DPQ_18_11_21  avgt   20   6510.168 ±    21.452  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        STAGGER    DPQ_18_11I  avgt   20   6460.267 ±    14.377  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        STAGGER    DPQ_18_11P  avgt   20   5409.385 ±    28.279  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        STAGGER         RADIX  avgt   20   3225.611 ±     7.440  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SAWTOTH      BASELINE  avgt   20     35.636 ±     0.371  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SAWTOTH        DPQ_11  avgt   20   1756.590 ±    11.736  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SAWTOTH  DPQ_18_11_21  avgt   20   1107.286 ±    37.316  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SAWTOTH    DPQ_18_11I  avgt   20   1116.734 ±    21.986  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SAWTOTH    DPQ_18_11P  avgt   20   1471.344 ±     0.886  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SAWTOTH         RADIX  avgt   20   7952.879 ±    30.918  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        _RANDOM      BASELINE  avgt   20     36.437 ±     2.935  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        _RANDOM        DPQ_11  avgt   20   2327.693 ±   208.542  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        _RANDOM  DPQ_18_11_21  avgt   20   1583.463 ±   430.840  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        _RANDOM    DPQ_18_11I  avgt   20   1800.939 ±   592.616  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        _RANDOM    DPQ_18_11P  avgt   20   1452.207 ±   226.065  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        _RANDOM         RADIX  avgt   20   7945.182 ±   117.625  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        PLATEAU      BASELINE  avgt   20     35.627 ±     0.364  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        PLATEAU        DPQ_11  avgt   20    237.563 ±     1.701  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        PLATEAU  DPQ_18_11_21  avgt   20    441.950 ±     0.936  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        PLATEAU    DPQ_18_11I  avgt   20    443.379 ±     3.106  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        PLATEAU    DPQ_18_11P  avgt   20    439.181 ±     1.919  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        PLATEAU         RADIX  avgt   20    419.484 ±     1.859  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SHUFFLE      BASELINE  avgt   20     36.220 ±     2.132  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SHUFFLE        DPQ_11  avgt   20   5844.942 ±   460.166  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SHUFFLE  DPQ_18_11_21  avgt   20   5457.577 ±   620.106  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SHUFFLE    DPQ_18_11I  avgt   20   5089.060 ±   279.462  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SHUFFLE    DPQ_18_11P  avgt   20   4422.103 ±   445.102  ns/op
ArraySortBenchmark.sort          500               4     IDENT_____        SHUFFLE         RADIX  avgt   20  10145.337 ±   776.472  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        STAGGER      BASELINE  avgt   20     35.608 ±     0.360  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        STAGGER        DPQ_11  avgt   20   3519.359 ±     5.390  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        STAGGER  DPQ_18_11_21  avgt   20   5750.213 ±    45.699  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        STAGGER    DPQ_18_11I  avgt   20   5489.282 ±   119.048  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        STAGGER    DPQ_18_11P  avgt   20   5616.967 ±    72.602  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        STAGGER         RADIX  avgt   20   3296.899 ±    58.176  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        SAWTOTH      BASELINE  avgt   20     35.626 ±     0.351  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        SAWTOTH        DPQ_11  avgt   20   2268.737 ±     6.035  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        SAWTOTH  DPQ_18_11_21  avgt   20   1184.032 ±     4.887  ns/op
ArraySortBenchmark.sort          500               4     REVERSE___        SAWTOTH    DPQ_18_11I  avgt   20   1180.489 ±     2.975  ns/op
